date,latitude,longitude,county,rainfall,temperature,humidity
2020-01-01,0.47,35.97,Baringo,0.0,23.81,51.71
2020-01-02,0.47,35.97,Baringo,0.3,23.59,57.08
2020-01-03,0.47,35.97,Baringo,0.0,24.15,57.33
2020-01-04,0.47,35.97,Baringo,0.2,23.9,54.04
2020-01-05,0.47,35.97,Baringo,0.0,25.45,46.62
2020-01-06,0.47,35.97,Baringo,0.1,25.67,47.96
2020-01-07,0.47,35.97,Baringo,0.2,25.05,55.83
2020-01-08,0.47,35.97,Baringo,1.3,25.09,52.88
2020-01-09,0.47,35.97,Baringo,0.4,25.18,45.88
2020-01-10,0.47,35.97,Baringo,0.0,26.0,42.46
2020-01-11,0.47,35.97,Baringo,0.0,26.2,45.58
2020-01-12,0.47,35.97,Baringo,5.8,24.03,65.0
2020-01-13,0.47,35.97,Baringo,3.0,23.12,67.0
2020-01-14,0.47,35.97,Baringo,0.3,23.14,70.04
2020-01-15,0.47,35.97,Baringo,0.1,24.05,61.96
2020-01-16,0.47,35.97,Baringo,0.0,24.32,59.88
2020-01-17,0.47,35.97,Baringo,0.1,25.95,54.83
2020-01-18,0.47,35.97,Baringo,0.0,26.47,46.25
2020-01-19,0.47,35.97,Baringo,0.0,26.61,40.25
2020-01-20,0.47,35.97,Baringo,0.0,26.61,36.79
2020-01-21,0.47,35.97,Baringo,0.0,26.26,36.96
2020-01-22,0.47,35.97,Baringo,0.0,26.96,41.25
2020-01-23,0.47,35.97,Baringo,0.0,26.9,42.88
2020-01-24,0.47,35.97,Baringo,0.0,25.58,49.75
2020-01-25,0.47,35.97,Baringo,0.0,25.36,54.46
2020-01-26,0.47,35.97,Baringo,0.0,24.82,58.62
2020-01-27,0.47,35.97,Baringo,1.4,23.69,67.08
2020-01-28,0.47,35.97,Baringo,5.5,22.62,73.58
2020-01-29,0.47,35.97,Baringo,19.1,22.07,79.0
2020-01-30,0.47,35.97,Baringo,4.4,22.41,76.83
2020-01-31,0.47,35.97,Baringo,9.0,22.96,73.0
2020-02-01,0.47,35.97,Baringo,14.0,21.87,78.96
2020-02-02,0.47,35.97,Baringo,3.2,22.62,75.04
2020-02-03,0.47,35.97,Baringo,2.9,22.92,72.75
2020-02-04,0.47,35.97,Baringo,0.7,23.05,69.5
2020-02-05,0.47,35.97,Baringo,0.3,23.23,66.58
2020-02-06,0.47,35.97,Baringo,0.0,23.61,62.29
2020-02-07,0.47,35.97,Baringo,0.0,23.99,56.38
2020-02-08,0.47,35.97,Baringo,0.0,24.2,54.54
2020-02-09,0.47,35.97,Baringo,0.0,23.52,52.17
2020-02-10,0.47,35.97,Baringo,0.0,24.51,45.21
2020-02-11,0.47,35.97,Baringo,0.0,25.2,42.62
2020-02-12,0.47,35.97,Baringo,0.0,26.01,46.75
2020-02-13,0.47,35.97,Baringo,1.3,24.68,61.0
2020-02-14,0.47,35.97,Baringo,0.4,24.52,60.79
2020-02-15,0.47,35.97,Baringo,0.0,24.45,55.62
2020-02-16,0.47,35.97,Baringo,0.2,24.47,58.88
2020-02-17,0.47,35.97,Baringo,0.0,26.68,48.42
2020-02-18,0.47,35.97,Baringo,0.0,26.56,49.08
2020-02-19,0.47,35.97,Baringo,0.0,26.11,47.21
2020-02-20,0.47,35.97,Baringo,0.0,27.32,40.12
2020-02-21,0.47,35.97,Baringo,0.0,27.35,41.12
2020-02-22,0.47,35.97,Baringo,0.3,27.12,44.42
2020-02-23,0.47,35.97,Baringo,0.0,27.17,45.96
2020-02-24,0.47,35.97,Baringo,0.0,26.9,37.75
2020-02-25,0.47,35.97,Baringo,0.1,28.17,37.46
2020-02-26,0.47,35.97,Baringo,0.1,26.95,47.75
2020-02-27,0.47,35.97,Baringo,3.4,25.0,62.46
2020-02-28,0.47,35.97,Baringo,0.0,26.82,46.71
2020-02-29,0.47,35.97,Baringo,0.0,28.31,37.0
2020-03-01,0.47,35.97,Baringo,0.0,28.8,36.29
2020-03-02,0.47,35.97,Baringo,0.1,26.28,51.67
2020-03-03,0.47,35.97,Baringo,0.2,26.35,52.88
2020-03-04,0.47,35.97,Baringo,0.6,25.82,54.62
2020-03-05,0.47,35.97,Baringo,0.0,27.13,39.54
2020-03-06,0.47,35.97,Baringo,0.0,28.13,34.08
2020-03-07,0.47,35.97,Baringo,0.3,28.12,41.75
2020-03-08,0.47,35.97,Baringo,0.0,27.7,50.17
2020-03-09,0.47,35.97,Baringo,1.5,26.08,60.08
2020-03-10,0.47,35.97,Baringo,0.3,26.82,54.0
2020-03-11,0.47,35.97,Baringo,0.2,27.47,48.25
2020-03-12,0.47,35.97,Baringo,0.1,26.72,53.21
2020-03-13,0.47,35.97,Baringo,0.0,28.48,42.46
2020-03-14,0.47,35.97,Baringo,0.0,28.52,39.21
2020-03-15,0.47,35.97,Baringo,0.4,28.17,44.17
2020-03-16,0.47,35.97,Baringo,6.0,26.78,57.58
2020-03-17,0.47,35.97,Baringo,11.1,24.49,70.79
2020-03-18,0.47,35.97,Baringo,3.6,24.02,71.08
2020-03-19,0.47,35.97,Baringo,0.6,22.89,75.04
2020-03-20,0.47,35.97,Baringo,0.5,23.52,69.08
2020-03-21,0.47,35.97,Baringo,0.0,25.39,54.04
2020-03-22,0.47,35.97,Baringo,0.0,25.67,52.42
2020-03-23,0.47,35.97,Baringo,0.0,26.66,46.12
2020-03-24,0.47,35.97,Baringo,2.4,26.59,49.96
2020-03-25,0.47,35.97,Baringo,37.0,23.65,73.79
2020-03-26,0.47,35.97,Baringo,1.9,24.22,69.83
2020-03-27,0.47,35.97,Baringo,12.2,23.16,71.92
2020-03-28,0.47,35.97,Baringo,9.7,22.53,76.54
2020-03-29,0.47,35.97,Baringo,0.6,22.85,70.88
2020-03-30,0.47,35.97,Baringo,0.0,24.26,63.83
2020-03-31,0.47,35.97,Baringo,0.0,24.63,57.96
2020-04-01,0.47,35.97,Baringo,0.0,25.4,55.96
2020-04-02,0.47,35.97,Baringo,0.0,26.28,49.29
2020-04-03,0.47,35.97,Baringo,0.0,26.4,46.54
2020-04-04,0.47,35.97,Baringo,0.0,26.7,44.83
2020-04-05,0.47,35.97,Baringo,0.0,26.92,41.17
2020-04-06,0.47,35.97,Baringo,0.0,27.38,39.75
2020-04-07,0.47,35.97,Baringo,0.0,27.53,42.5
2020-04-08,0.47,35.97,Baringo,0.0,28.08,35.79
2020-04-09,0.47,35.97,Baringo,0.0,27.58,42.38
2020-04-10,0.47,35.97,Baringo,0.0,28.26,40.08
2020-04-11,0.47,35.97,Baringo,0.0,28.98,36.08
2020-04-12,0.47,35.97,Baringo,0.0,29.11,35.58
2020-04-13,0.47,35.97,Baringo,11.4,25.5,58.96
2020-04-14,0.47,35.97,Baringo,18.8,24.29,70.79
2020-04-15,0.47,35.97,Baringo,13.4,23.78,75.08
2020-04-16,0.47,35.97,Baringo,4.4,24.0,73.54
2020-04-17,0.47,35.97,Baringo,15.5,23.43,75.79
2020-04-18,0.47,35.97,Baringo,16.5,22.85,80.38
2020-04-19,0.47,35.97,Baringo,17.8,22.87,75.42
2020-04-20,0.47,35.97,Baringo,15.0,21.15,84.58
2020-04-21,0.47,35.97,Baringo,8.8,23.09,72.54
2020-04-22,0.47,35.97,Baringo,7.2,22.52,77.83
2020-04-23,0.47,35.97,Baringo,7.4,22.05,79.33
2020-04-24,0.47,35.97,Baringo,7.3,21.51,82.79
2020-04-25,0.47,35.97,Baringo,5.6,22.25,74.75
2020-04-26,0.47,35.97,Baringo,10.3,22.59,77.38
2020-04-27,0.47,35.97,Baringo,15.8,23.2,77.12
2020-04-28,0.47,35.97,Baringo,15.4,22.8,79.17
2020-04-29,0.47,35.97,Baringo,6.4,23.04,77.0
2020-04-30,0.47,35.97,Baringo,11.2,22.62,79.04
2020-05-01,0.47,35.97,Baringo,15.9,22.95,79.79
2020-05-02,0.47,35.97,Baringo,10.9,22.19,82.5
2020-05-03,0.47,35.97,Baringo,5.2,22.11,80.38
2020-05-04,0.47,35.97,Baringo,6.2,22.76,78.38
2020-05-05,0.47,35.97,Baringo,18.5,23.05,78.12
2020-05-06,0.47,35.97,Baringo,7.9,23.42,76.25
2020-05-07,0.47,35.97,Baringo,10.1,23.44,76.83
2020-05-08,0.47,35.97,Baringo,10.2,23.3,78.0
2020-05-09,0.47,35.97,Baringo,4.3,23.08,78.71
2020-05-10,0.47,35.97,Baringo,6.0,22.49,80.58
2020-05-11,0.47,35.97,Baringo,2.0,22.89,78.58
2020-05-12,0.47,35.97,Baringo,0.1,23.27,71.21
2020-05-13,0.47,35.97,Baringo,0.0,23.78,66.54
2020-05-14,0.47,35.97,Baringo,0.0,23.95,62.0
2020-05-15,0.47,35.97,Baringo,1.5,23.77,65.08
2020-05-16,0.47,35.97,Baringo,0.1,23.45,68.88
2020-05-17,0.47,35.97,Baringo,2.5,23.67,69.5
2020-05-18,0.47,35.97,Baringo,0.3,23.46,68.54
2020-05-19,0.47,35.97,Baringo,0.2,23.88,65.29
2020-05-20,0.47,35.97,Baringo,0.0,24.67,58.62
2020-05-21,0.47,35.97,Baringo,0.3,24.4,62.17
2020-05-22,0.47,35.97,Baringo,2.0,23.04,67.33
2020-05-23,0.47,35.97,Baringo,0.8,23.67,68.62
2020-05-24,0.47,35.97,Baringo,0.0,24.09,57.96
2020-05-25,0.47,35.97,Baringo,0.0,23.94,58.54
2020-05-26,0.47,35.97,Baringo,0.0,24.31,56.21
2020-05-27,0.47,35.97,Baringo,0.0,25.26,54.88
2020-05-28,0.47,35.97,Baringo,0.0,25.93,51.33
2020-05-29,0.47,35.97,Baringo,0.0,25.69,51.5
2020-05-30,0.47,35.97,Baringo,0.0,26.5,40.33
2020-05-31,0.47,35.97,Baringo,0.0,26.03,39.58
2020-06-01,0.47,35.97,Baringo,0.0,26.18,43.96
2020-06-02,0.47,35.97,Baringo,0.0,26.71,41.42
2020-06-03,0.47,35.97,Baringo,0.0,26.09,46.04
2020-06-04,0.47,35.97,Baringo,0.0,25.69,50.46
2020-06-05,0.47,35.97,Baringo,4.0,24.83,60.04
2020-06-06,0.47,35.97,Baringo,0.8,24.54,62.08
2020-06-07,0.47,35.97,Baringo,11.9,23.08,74.12
2020-06-08,0.47,35.97,Baringo,15.2,21.77,76.75
2020-06-09,0.47,35.97,Baringo,15.6,22.58,72.21
2020-06-10,0.47,35.97,Baringo,2.6,22.22,77.5
2020-06-11,0.47,35.97,Baringo,0.2,22.4,70.88
2020-06-12,0.47,35.97,Baringo,12.1,21.89,75.12
2020-06-13,0.47,35.97,Baringo,3.2,21.57,76.46
2020-06-14,0.47,35.97,Baringo,22.9,21.68,78.96
2020-06-15,0.47,35.97,Baringo,6.5,21.03,83.79
2020-06-16,0.47,35.97,Baringo,3.9,22.34,72.83
2020-06-17,0.47,35.97,Baringo,1.5,22.33,74.92
2020-06-18,0.47,35.97,Baringo,0.8,22.32,73.38
2020-06-19,0.47,35.97,Baringo,6.2,22.3,74.46
2020-06-20,0.47,35.97,Baringo,8.1,22.37,76.21
2020-06-21,0.47,35.97,Baringo,7.9,21.96,78.75
2020-06-22,0.47,35.97,Baringo,6.2,21.48,78.54
2020-06-23,0.47,35.97,Baringo,7.2,22.15,75.08
2020-06-24,0.47,35.97,Baringo,0.0,22.12,72.29
2020-06-25,0.47,35.97,Baringo,0.0,23.07,63.04
2020-06-26,0.47,35.97,Baringo,2.3,22.56,66.17
2020-06-27,0.47,35.97,Baringo,3.8,21.81,76.67
2020-06-28,0.47,35.97,Baringo,0.0,22.0,71.17
2020-06-29,0.47,35.97,Baringo,0.0,23.64,54.17
2020-06-30,0.47,35.97,Baringo,0.0,23.72,51.04
2020-07-01,0.47,35.97,Baringo,0.1,23.68,61.46
2020-07-02,0.47,35.97,Baringo,5.0,22.9,69.42
2020-07-03,0.47,35.97,Baringo,15.8,22.46,76.0
2020-07-04,0.47,35.97,Baringo,0.3,22.94,71.38
2020-07-05,0.47,35.97,Baringo,0.3,23.23,63.71
2020-07-06,0.47,35.97,Baringo,1.0,23.03,67.38
2020-07-07,0.47,35.97,Baringo,1.6,20.81,80.96
2020-07-08,0.47,35.97,Baringo,3.2,21.51,79.42
2020-07-09,0.47,35.97,Baringo,6.0,22.26,75.71
2020-07-10,0.47,35.97,Baringo,4.0,22.24,71.96
2020-07-11,0.47,35.97,Baringo,0.0,22.43,66.96
2020-07-12,0.47,35.97,Baringo,0.0,22.38,67.04
2020-07-13,0.47,35.97,Baringo,8.7,21.28,77.96
2020-07-14,0.47,35.97,Baringo,3.3,21.77,78.12
2020-07-15,0.47,35.97,Baringo,4.1,21.58,78.42
2020-07-16,0.47,35.97,Baringo,0.4,21.99,76.62
2020-07-17,0.47,35.97,Baringo,7.3,20.37,79.83
2020-07-18,0.47,35.97,Baringo,5.8,20.48,79.08
2020-07-19,0.47,35.97,Baringo,0.5,20.65,75.17
2020-07-20,0.47,35.97,Baringo,15.0,21.0,79.96
2020-07-21,0.47,35.97,Baringo,7.0,21.17,78.79
2020-07-22,0.47,35.97,Baringo,15.0,21.67,75.96
2020-07-23,0.47,35.97,Baringo,14.7,20.49,82.25
2020-07-24,0.47,35.97,Baringo,5.8,20.62,82.96
2020-07-25,0.47,35.97,Baringo,31.9,20.95,82.08
2020-07-26,0.47,35.97,Baringo,2.1,20.96,81.0
2020-07-27,0.47,35.97,Baringo,13.4,21.48,79.04
2020-07-28,0.47,35.97,Baringo,17.2,20.63,84.04
2020-07-29,0.47,35.97,Baringo,0.9,20.5,82.21
2020-07-30,0.47,35.97,Baringo,0.0,21.56,71.92
2020-07-31,0.47,35.97,Baringo,0.0,22.79,65.12
2020-08-01,0.47,35.97,Baringo,0.6,22.82,65.5
2020-08-02,0.47,35.97,Baringo,0.0,22.68,57.17
2020-08-03,0.47,35.97,Baringo,0.0,22.76,51.83
2020-08-04,0.47,35.97,Baringo,2.2,22.49,59.79
2020-08-05,0.47,35.97,Baringo,1.4,21.54,76.79
2020-08-06,0.47,35.97,Baringo,4.8,21.48,79.58
2020-08-07,0.47,35.97,Baringo,24.3,20.22,87.71
2020-08-08,0.47,35.97,Baringo,7.5,21.51,82.08
2020-08-09,0.47,35.97,Baringo,4.4,21.35,76.83
2020-08-10,0.47,35.97,Baringo,2.8,21.22,79.79
2020-08-11,0.47,35.97,Baringo,2.2,21.87,78.46
2020-08-12,0.47,35.97,Baringo,7.1,21.35,78.54
2020-08-13,0.47,35.97,Baringo,7.3,21.91,76.75
2020-08-14,0.47,35.97,Baringo,7.9,21.84,79.83
2020-08-15,0.47,35.97,Baringo,8.1,22.22,76.29
2020-08-16,0.47,35.97,Baringo,2.2,22.41,76.08
2020-08-17,0.47,35.97,Baringo,1.7,22.14,76.71
2020-08-18,0.47,35.97,Baringo,18.2,21.53,80.5
2020-08-19,0.47,35.97,Baringo,0.9,22.63,75.17
2020-08-20,0.47,35.97,Baringo,1.7,22.64,74.88
2020-08-21,0.47,35.97,Baringo,0.0,22.82,72.25
2020-08-22,0.47,35.97,Baringo,7.4,22.88,71.08
2020-08-23,0.47,35.97,Baringo,5.8,21.58,77.75
2020-08-24,0.47,35.97,Baringo,4.0,21.93,74.38
2020-08-25,0.47,35.97,Baringo,3.4,21.45,80.25
2020-08-26,0.47,35.97,Baringo,0.0,22.08,69.62
2020-08-27,0.47,35.97,Baringo,0.2,22.99,60.54
2020-08-28,0.47,35.97,Baringo,3.1,22.55,69.96
2020-08-29,0.47,35.97,Baringo,2.0,21.73,75.88
2020-08-30,0.47,35.97,Baringo,2.4,21.79,75.88
2020-08-31,0.47,35.97,Baringo,0.0,22.41,70.88
2020-09-01,0.47,35.97,Baringo,0.1,22.22,71.75
2020-09-02,0.47,35.97,Baringo,0.0,23.19,57.21
2020-09-03,0.47,35.97,Baringo,0.4,23.29,58.21
2020-09-04,0.47,35.97,Baringo,1.3,23.52,63.0
2020-09-05,0.47,35.97,Baringo,6.8,22.88,70.08
2020-09-06,0.47,35.97,Baringo,18.9,21.77,78.21
2020-09-07,0.47,35.97,Baringo,40.6,21.3,80.96
2020-09-08,0.47,35.97,Baringo,14.0,21.55,79.92
2020-09-09,0.47,35.97,Baringo,1.6,21.91,73.46
2020-09-10,0.47,35.97,Baringo,0.0,23.03,65.38
2020-09-11,0.47,35.97,Baringo,1.6,22.68,70.62
2020-09-12,0.47,35.97,Baringo,1.6,22.4,71.96
2020-09-13,0.47,35.97,Baringo,0.0,22.67,63.12
2020-09-14,0.47,35.97,Baringo,0.0,23.03,61.67
2020-09-15,0.47,35.97,Baringo,0.0,23.4,62.54
2020-09-16,0.47,35.97,Baringo,0.0,24.12,58.88
2020-09-17,0.47,35.97,Baringo,0.0,24.53,56.54
2020-09-18,0.47,35.97,Baringo,0.0,24.7,57.29
2020-09-19,0.47,35.97,Baringo,1.9,23.9,64.04
2020-09-20,0.47,35.97,Baringo,10.2,23.25,71.88
2020-09-21,0.47,35.97,Baringo,1.1,22.58,74.58
2020-09-22,0.47,35.97,Baringo,0.9,23.27,68.0
2020-09-23,0.47,35.97,Baringo,0.0,24.0,61.79
2020-09-24,0.47,35.97,Baringo,5.2,23.17,68.12
2020-09-25,0.47,35.97,Baringo,5.6,22.11,77.38
2020-09-26,0.47,35.97,Baringo,4.1,22.37,73.67
2020-09-27,0.47,35.97,Baringo,3.7,22.93,72.79
2020-09-28,0.47,35.97,Baringo,0.1,23.57,63.29
2020-09-29,0.47,35.97,Baringo,0.0,23.94,56.21
2020-09-30,0.47,35.97,Baringo,0.9,24.04,62.79
2020-10-01,0.47,35.97,Baringo,1.3,23.17,70.54
2020-10-02,0.47,35.97,Baringo,0.0,24.63,56.79
2020-10-03,0.47,35.97,Baringo,0.0,25.82,43.79
2020-10-04,0.47,35.97,Baringo,0.0,25.63,42.96
2020-10-05,0.47,35.97,Baringo,0.0,25.34,42.42
2020-10-06,0.47,35.97,Baringo,0.0,26.12,40.96
2020-10-07,0.47,35.97,Baringo,0.0,26.09,43.33
2020-10-08,0.47,35.97,Baringo,0.0,26.29,42.54
2020-10-09,0.47,35.97,Baringo,0.1,26.02,47.54
2020-10-10,0.47,35.97,Baringo,15.1,23.47,68.33
2020-10-11,0.47,35.97,Baringo,4.0,22.63,73.75
2020-10-12,0.47,35.97,Baringo,1.6,23.26,69.58
2020-10-13,0.47,35.97,Baringo,15.4,23.27,71.29
2020-10-14,0.47,35.97,Baringo,1.6,22.63,75.71
2020-10-15,0.47,35.97,Baringo,0.0,23.73,62.46
2020-10-16,0.47,35.97,Baringo,0.0,24.36,58.83
2020-10-17,0.47,35.97,Baringo,7.5,24.47,62.0
2020-10-18,0.47,35.97,Baringo,11.9,22.0,78.88
2020-10-19,0.47,35.97,Baringo,1.3,21.66,77.92
2020-10-20,0.47,35.97,Baringo,5.4,22.2,76.46
2020-10-21,0.47,35.97,Baringo,0.9,22.76,72.67
2020-10-22,0.47,35.97,Baringo,0.0,23.45,66.46
2020-10-23,0.47,35.97,Baringo,0.0,24.24,55.79
2020-10-24,0.47,35.97,Baringo,1.6,23.92,63.33
2020-10-25,0.47,35.97,Baringo,2.1,23.47,70.46
2020-10-26,0.47,35.97,Baringo,1.0,23.36,67.42
2020-10-27,0.47,35.97,Baringo,0.0,23.53,63.54
2020-10-28,0.47,35.97,Baringo,0.0,24.1,61.0
2020-10-29,0.47,35.97,Baringo,5.8,21.89,76.08
2020-10-30,0.47,35.97,Baringo,2.9,22.61,67.92
2020-10-31,0.47,35.97,Baringo,0.0,23.84,57.04
2020-11-01,0.47,35.97,Baringo,0.0,24.87,47.58
2020-11-02,0.47,35.97,Baringo,0.2,25.07,51.33
2020-11-03,0.47,35.97,Baringo,0.2,23.39,60.42
2020-11-04,0.47,35.97,Baringo,0.0,25.02,53.29
2020-11-05,0.47,35.97,Baringo,0.5,25.15,54.5
2020-11-06,0.47,35.97,Baringo,0.5,24.68,59.21
2020-11-07,0.47,35.97,Baringo,9.0,22.8,70.83
2020-11-08,0.47,35.97,Baringo,13.7,22.21,76.38
2020-11-09,0.47,35.97,Baringo,1.8,21.59,79.46
2020-11-10,0.47,35.97,Baringo,0.2,22.52,68.25
2020-11-11,0.47,35.97,Baringo,0.0,22.78,65.17
2020-11-12,0.47,35.97,Baringo,0.1,23.26,61.62
2020-11-13,0.47,35.97,Baringo,0.0,23.9,60.25
2020-11-14,0.47,35.97,Baringo,1.3,24.17,60.12
2020-11-15,0.47,35.97,Baringo,0.2,24.28,56.96
2020-11-16,0.47,35.97,Baringo,0.0,25.12,49.79
2020-11-17,0.47,35.97,Baringo,0.0,25.83,45.88
2020-11-18,0.47,35.97,Baringo,0.0,25.78,42.75
2020-11-19,0.47,35.97,Baringo,0.4,25.75,44.92
2020-11-20,0.47,35.97,Baringo,0.0,26.39,43.54
2020-11-21,0.47,35.97,Baringo,0.0,26.32,41.88
2020-11-22,0.47,35.97,Baringo,0.0,26.63,42.67
2020-11-23,0.47,35.97,Baringo,0.0,27.26,37.04
2020-11-24,0.47,35.97,Baringo,0.1,27.02,42.29
2020-11-25,0.47,35.97,Baringo,0.0,26.31,46.67
2020-11-26,0.47,35.97,Baringo,2.1,25.19,56.54
2020-11-27,0.47,35.97,Baringo,0.1,25.27,57.38
2020-11-28,0.47,35.97,Baringo,0.5,25.48,53.46
2020-11-29,0.47,35.97,Baringo,2.5,24.38,57.0
2020-11-30,0.47,35.97,Baringo,0.0,25.13,47.46
2020-12-01,0.47,35.97,Baringo,0.0,26.4,39.33
2020-12-02,0.47,35.97,Baringo,0.0,26.28,41.5
2020-12-03,0.47,35.97,Baringo,0.0,25.69,42.58
2020-12-04,0.47,35.97,Baringo,0.0,25.71,40.58
2020-12-05,0.47,35.97,Baringo,0.0,26.77,36.75
2020-12-06,0.47,35.97,Baringo,0.0,27.14,36.5
2020-12-07,0.47,35.97,Baringo,0.0,27.02,38.58
2020-12-08,0.47,35.97,Baringo,0.1,26.08,45.83
2020-12-09,0.47,35.97,Baringo,0.0,26.23,41.21
2020-12-10,0.47,35.97,Baringo,0.0,26.35,39.04
2020-12-11,0.47,35.97,Baringo,0.0,26.24,37.25
2020-12-12,0.47,35.97,Baringo,0.0,26.56,34.83
2020-12-13,0.47,35.97,Baringo,0.0,26.03,34.58
2020-12-14,0.47,35.97,Baringo,0.0,25.88,35.08
2020-12-15,0.47,35.97,Baringo,0.0,26.73,31.54
2020-12-16,0.47,35.97,Baringo,0.0,26.89,33.25
2020-12-17,0.47,35.97,Baringo,0.0,27.39,34.62
2020-12-18,0.47,35.97,Baringo,0.0,27.1,35.0
2020-12-19,0.47,35.97,Baringo,0.0,26.42,36.12
2020-12-20,0.47,35.97,Baringo,0.0,25.89,43.29
2020-12-21,0.47,35.97,Baringo,0.1,26.23,43.79
2020-12-22,0.47,35.97,Baringo,0.1,26.53,39.75
2020-12-23,0.47,35.97,Baringo,0.0,26.21,40.96
2020-12-24,0.47,35.97,Baringo,0.0,26.26,43.0
2020-12-25,0.47,35.97,Baringo,0.0,26.79,36.58
2020-12-26,0.47,35.97,Baringo,0.0,26.62,36.58
2020-12-27,0.47,35.97,Baringo,0.0,26.58,32.33
2020-12-28,0.47,35.97,Baringo,0.0,26.55,29.83
2020-12-29,0.47,35.97,Baringo,0.0,26.29,34.92
2020-12-30,0.47,35.97,Baringo,0.0,26.35,41.62
2020-12-31,0.47,35.97,Baringo,1.5,22.98,64.17
2021-01-01,0.47,35.97,Baringo,0.8,23.22,61.29
2021-01-02,0.47,35.97,Baringo,0.0,25.54,44.79
2021-01-03,0.47,35.97,Baringo,0.0,26.05,36.75
2021-01-04,0.47,35.97,Baringo,0.0,26.45,35.04
2021-01-05,0.47,35.97,Baringo,0.0,26.17,38.42
2021-01-06,0.47,35.97,Baringo,0.0,26.67,37.42
2021-01-07,0.47,35.97,Baringo,0.0,26.55,34.5
2021-01-08,0.47,35.97,Baringo,0.0,27.4,33.0
2021-01-09,0.47,35.97,Baringo,0.0,26.55,38.12
2021-01-10,0.47,35.97,Baringo,0.0,26.63,39.04
2021-01-11,0.47,35.97,Baringo,0.0,26.35,40.96
2021-01-12,0.47,35.97,Baringo,0.0,26.58,39.17
2021-01-13,0.47,35.97,Baringo,0.0,27.1,34.88
2021-01-14,0.47,35.97,Baringo,0.0,27.42,31.88
2021-01-15,0.47,35.97,Baringo,0.0,27.17,34.42
2021-01-16,0.47,35.97,Baringo,0.0,26.61,38.42
2021-01-17,0.47,35.97,Baringo,0.0,27.38,34.88
2021-01-18,0.47,35.97,Baringo,0.0,26.97,37.67
2021-01-19,0.47,35.97,Baringo,0.0,27.8,33.33
2021-01-20,0.47,35.97,Baringo,0.0,27.65,27.42
2021-01-21,0.47,35.97,Baringo,0.0,26.89,34.04
2021-01-22,0.47,35.97,Baringo,0.0,26.63,41.54
2021-01-23,0.47,35.97,Baringo,0.1,25.42,47.83
2021-01-24,0.47,35.97,Baringo,0.0,25.63,44.29
2021-01-25,0.47,35.97,Baringo,0.1,26.3,38.58
2021-01-26,0.47,35.97,Baringo,0.0,26.37,32.75
2021-01-27,0.47,35.97,Baringo,0.0,26.3,33.42
2021-01-28,0.47,35.97,Baringo,0.0,26.76,35.96
2021-01-29,0.47,35.97,Baringo,0.0,26.97,36.21
2021-01-30,0.47,35.97,Baringo,0.0,27.03,33.92
2021-01-31,0.47,35.97,Baringo,0.0,27.05,26.79
2021-02-01,0.47,35.97,Baringo,0.0,26.62,26.5
2021-02-02,0.47,35.97,Baringo,0.0,27.7,28.83
2021-02-03,0.47,35.97,Baringo,0.0,27.67,32.25
2021-02-04,0.47,35.97,Baringo,0.0,27.72,29.08
2021-02-05,0.47,35.97,Baringo,0.0,28.18,29.42
2021-02-06,0.47,35.97,Baringo,0.0,28.45,32.96
2021-02-07,0.47,35.97,Baringo,0.2,26.81,44.38
2021-02-08,0.47,35.97,Baringo,4.9,24.28,64.5
2021-02-09,0.47,35.97,Baringo,1.0,25.58,51.71
2021-02-10,0.47,35.97,Baringo,0.3,27.28,43.88
2021-02-11,0.47,35.97,Baringo,0.0,27.71,39.12
2021-02-12,0.47,35.97,Baringo,0.0,27.9,38.38
2021-02-13,0.47,35.97,Baringo,0.3,27.15,47.46
2021-02-14,0.47,35.97,Baringo,0.6,26.91,48.21
2021-02-15,0.47,35.97,Baringo,0.0,28.48,38.17
2021-02-16,0.47,35.97,Baringo,0.0,28.48,34.04
2021-02-17,0.47,35.97,Baringo,0.0,28.02,34.5
2021-02-18,0.47,35.97,Baringo,0.0,28.12,34.42
2021-02-19,0.47,35.97,Baringo,0.0,28.18,32.58
2021-02-20,0.47,35.97,Baringo,0.0,27.77,35.46
2021-02-21,0.47,35.97,Baringo,1.4,25.64,47.46
2021-02-22,0.47,35.97,Baringo,5.8,22.56,71.71
2021-02-23,0.47,35.97,Baringo,0.3,24.28,58.29
2021-02-24,0.47,35.97,Baringo,0.0,25.46,48.33
2021-02-25,0.47,35.97,Baringo,0.0,26.3,39.21
2021-02-26,0.47,35.97,Baringo,0.0,26.65,34.46
2021-02-27,0.47,35.97,Baringo,0.0,27.19,28.42
2021-02-28,0.47,35.97,Baringo,0.0,28.58,24.83
2021-03-01,0.47,35.97,Baringo,0.0,28.05,31.67
2021-03-02,0.47,35.97,Baringo,0.0,28.28,30.92
2021-03-03,0.47,35.97,Baringo,0.0,28.62,30.83
2021-03-04,0.47,35.97,Baringo,0.0,27.87,36.75
2021-03-05,0.47,35.97,Baringo,0.4,27.11,45.21
2021-03-06,0.47,35.97,Baringo,0.0,28.92,32.5
2021-03-07,0.47,35.97,Baringo,0.0,28.34,31.25
2021-03-08,0.47,35.97,Baringo,0.0,27.98,33.29
2021-03-09,0.47,35.97,Baringo,0.0,27.39,32.38
2021-03-10,0.47,35.97,Baringo,0.0,27.57,29.79
2021-03-11,0.47,35.97,Baringo,0.0,27.63,29.04
